"variable","group","storage_type","non_missing","pct_non_missing","unique_non_missing","min","q1","median","mean","q3","max","example_values"
"soil_vertisols","soil","numeric",78,9.8,78,1.15247324792661e-05,0.000901418848644384,0.0324640223043312,1.96638898841358,0.452370139422584,45.9006642212749,
"Stream_ID","site_id","character",797,100,797,,,,,,,"Amazon__Amazon River at Itapeua | Amazon__Amazon River at Manacapuru | Amazon__Amazon River at Obidos | Amazon__Amazon River at Santo Antonio do Ica | Amazon__Amazon River at Vargem Grande"
"evapotrans_2024_kg_m2","evapotranspiration","numeric",289,36.3,288,184.259058469161,433.818022495423,502.211744793583,519.265748500996,598.518598571347,1297.04041402589,
"evapotrans_2025_kg_m2","evapotranspiration","numeric",288,36.1,287,183.004009909517,426.22604918515,499.70967286858,510.191953067298,589.968803120737,1213.60155627027,
"greenup_cycle0_2024MMDD","greenup","character",388,48.7,114,,,,,,,"2023-11-19 | 2023-11-29 | 2023-12-02 | 2023-12-22 | 2024-01-20"
"greenup_cycle1_2024MMDD","greenup","character",388,48.7,141,,,,,,,"2024-04-09 | 2024-04-15 | 2024-04-20 | 2024-04-21 | 2024-04-23"
"precip_2023_mm_per_day","precipitation","numeric",485,60.9,240,0.456306284914414,2.05993154644966,2.66728364552061,2.74571742448139,3.34714466794616,7.89109355933738,
"precip_2024_mm_per_day","precipitation","numeric",485,60.9,240,0.627739787101746,2.07981051628788,2.76206599507067,2.81606894806385,3.50445168713729,7.58472139568943,
"precip_2025_mm_per_day","precipitation","numeric",485,60.9,240,0.670853229860465,1.96587301459577,2.25796666058401,2.55009973116434,3.24183665712674,8.25059295694033,
"temp_2023_degC","air_temperature","numeric",302,37.9,166,-6.67824183901151,8.11798365444411,11.389245669047,10.4867891947918,12.3757929801941,25.7214563443111,
"temp_2024_degC","air_temperature","numeric",302,37.9,166,-6.28581153849761,8.57697899212751,11.3064288695653,10.6877838233862,12.1747445464134,26.0671245501592,
"temp_2025_degC","air_temperature","numeric",302,37.9,166,-5.63440718315542,8.42271368034805,11.4151516200768,10.6960847895892,12.3580167343219,25.3207241571867,
"temp_2026_degC","air_temperature","numeric",302,37.9,166,-24.0534963607788,-2.71532904108366,4.37316155433655,2.60008335542151,6.87015199661255,25.0553021797767,
"snow_2001_num_days","snow","numeric",450,56.5,421,1,34.315653108492,45.892754914964,52.4604486707237,71.9773283824484,145.05073106319,
"snow_2001_max_prop_area","snow","numeric",450,56.5,405,0.125,0.216627325586895,0.42445471141533,0.438505921110422,0.648426835222354,0.930962311708576,
"snow_2000_num_days","snow","logical",0,0,0,,,,,,,
"snow_2000_max_prop_area","snow","logical",0,0,0,,,,,,,
"npp_2025_kgC_m2_year","npp","numeric",388,48.7,360,0.09655,0.504985231873558,0.605160926299388,0.630030793519065,0.699259199987353,1.662625,
"hydrshds","other","logical",0,0,0,,,,,,,
