"LTER","Site/Stream.Name","Sampling.Date","Daily.Avg.Q.(Discharge)","Instantaneous.Q.(Discharge)","Stage.Height","Temp.C","Conductivity","Spec.Cond","Turbidity","TSS","VSS","DSi","TN","TDN","DIN","NOx","NO3","NO2","NH4","DON","TP","TDP","PO4","SRP","DOC","TOC","alkalinity","ANC","pH","DIC","Suspended.Chl","Benthic.Chl","Na","K","Ca","Mg","SO4","Cl"
"ARC ","TW Weir",2003-06-07,NA,NA,8.4,0.4,NA,6.3,NA,NA,NA,3.1,20.4,NA,0.223,0.223,NA,NA,NA,NA,0.36,NA,0.106,NA,725,NA,9,NA,5.72,NA,NA,NA,5.9,13.1,11.4,6.9,2.6,3.4
"ARC ","TW Weir",2003-06-09,NA,NA,4.4,2.2,NA,7.8,NA,NA,NA,9.2,27.4,NA,0.066,0.066,NA,NA,NA,NA,0.416,NA,0.0734,NA,919,NA,12,NA,5.74,70.00144,NA,NA,3.8,10.3,16.3,10,0.9,2.3
"ARC ","TW Weir",2003-06-14,NA,NA,NA,3.7,NA,8.9,NA,NA,NA,25.3,57.9,NA,0.257,0.257,NA,NA,NA,NA,0.267,NA,0.044,NA,875,NA,0,NA,5.93,151.00369,NA,NA,16.5,13,21.9,12.2,1,0.5
"ARC ","TW Weir",2003-06-20,NA,242,1.5,3.2,NA,9,NA,NA,NA,29.3,21.3,NA,0.165,0.165,NA,NA,NA,NA,0.139,NA,NA,NA,791,NA,10,NA,5.85,142.0031,NA,NA,7.5,2.69,19.3,12.1,0.8,0.1
"ARC ","TW Weir",2003-07-04,NA,3860,4.9,5.4,NA,10.9,NA,NA,NA,32.6,26.8,NA,0.0787,0.0787,NA,NA,NA,NA,0.196,NA,0.0483,NA,1208,NA,0,NA,5.38,92.00144,NA,NA,6.2,0.214,27.1,16.4,0.7,0.1
"ARC ","TW Weir",2003-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7,36.3,NA,0.114,0.114,NA,NA,NA,NA,0.164,NA,0.0807,NA,1181,NA,9,NA,NA,NA,NA,NA,5.2,0.418,26.3,15.9,0.6,0.4
"ARC ","TW Weir",2003-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4,37.2,NA,0.145,0.145,NA,NA,NA,NA,0.177,NA,0.0505,NA,1176,NA,7,NA,NA,NA,NA,NA,4.8,0.379,26,15.6,0.5,6.4
"ARC ","TW Weir",2003-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1,42,NA,0.188,0.188,NA,NA,NA,NA,0.158,NA,0.0449,NA,1130,NA,11,NA,NA,NA,NA,NA,7.6,3.37,25.4,15.1,0.6,0.2
"ARC ","TW Weir",2003-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9,31.2,NA,0.122,0.122,NA,NA,NA,NA,0.152,NA,0.0797,NA,1100,NA,10,NA,NA,NA,NA,NA,5.9,0.879,24.8,14.8,0.6,0.7
"ARC ","TW Weir",2003-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4,25.4,NA,0.0929,0.0929,NA,NA,NA,NA,0.12,NA,0.017,NA,1038,NA,11,NA,NA,NA,NA,NA,4.4,0.391,24.8,14.8,0.5,0.7
"ARC ","TW Weir",2003-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7,21.3,NA,0.0882,0.0882,NA,NA,NA,NA,0.12,NA,0.0212,NA,983,NA,10,NA,NA,NA,NA,NA,4.4,0.323,23.9,14.2,0.6,1.1
"ARC ","TW Weir",2003-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2,24.9,NA,0.118,0.118,NA,NA,NA,NA,0.111,NA,0.0231,NA,942,NA,12,NA,NA,NA,NA,NA,3.8,0.28,23.6,14.1,0.6,0.4
"ARC ","TW Weir",2003-07-11,NA,1370,NA,5.7,NA,9.7,NA,NA,NA,37.8,27.3,NA,0.0927,0.0927,NA,NA,NA,NA,0.0998,NA,0.0294,NA,957,NA,13,NA,5.45,112.00188,NA,NA,4.3,0.0854,23.1,14,0.6,0.1
"ARC ","TW Weir",2003-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3,22.5,NA,0.0944,0.0944,NA,NA,NA,NA,0.116,NA,0.043,NA,938,NA,11,NA,NA,NA,NA,NA,4.1,0.411,23.8,14.3,0.5,3.4
"ARC ","TW Weir",2003-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4,21.9,NA,0.0966,0.0966,NA,NA,NA,NA,0.102,NA,0.0295,NA,954,NA,12,NA,NA,NA,NA,NA,4,0.705,23.9,14.4,0.6,0.1
"ARC ","TW Weir",2003-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6,25.5,NA,0.0979,0.0979,NA,NA,NA,NA,0.113,NA,0.0312,NA,986,NA,11,NA,NA,NA,NA,NA,3.2,0.54,23.5,14.3,0.6,0.3
"ARC ","TW Weir",2003-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1,22.1,NA,0.0923,0.0923,NA,NA,NA,NA,0.148,NA,0.0291,NA,978,NA,9,NA,NA,NA,NA,NA,2.6,0.148,23.4,14.3,0.5,0
"ARC ","TW Weir",2003-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9,23.4,NA,0.147,0.147,NA,NA,NA,NA,0.122,NA,0.0392,NA,976,NA,10,NA,NA,NA,NA,NA,2.9,0.449,23.6,14.2,0.6,0
"ARC ","TW Weir",2003-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1,23,NA,0.12,0.12,NA,NA,NA,NA,0.113,NA,0.0295,NA,991,NA,9,NA,NA,NA,NA,NA,3.1,0.291,23.1,14,0.6,0.1
"ARC ","TW Weir",2003-07-14,NA,8320,8,3.7,NA,9.6,NA,NA,NA,39.4,42.2,NA,0.113,0.113,NA,NA,NA,NA,0.175,NA,0.0657,NA,1025,NA,12,NA,5.16,88.00165,NA,NA,3,0.156,23,13.9,5.5,0.6
"ARC ","TW Weir",2003-07-21,NA,499,0.8,6.9,NA,9.4,NA,NA,NA,46.1,33.9,NA,0.181,0.181,NA,NA,NA,NA,0.0861,NA,0.0519,NA,882,NA,12,NA,5.03,163.00214,NA,NA,4.6,0.169,23.1,13.7,0.5,1.1
"ARC ","TW Weir",2003-07-25,NA,9980,8.9,4.6,NA,9.6,NA,NA,NA,43.5,23.2,NA,0.134,0.134,NA,NA,NA,NA,0.124,NA,0.0487,NA,983,NA,10,NA,5.25,96.00194,NA,NA,3.6,0.0973,23.9,14.1,0.7,1.8
"ARC ","TW Weir",2003-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4,23.2,NA,NA,NA,NA,NA,NA,NA,0.0921,NA,0.0295,NA,1014,NA,14,NA,NA,NA,NA,NA,2.1,0.299,22.4,13.4,NA,NA
"ARC ","TW Weir",2003-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9,39.4,NA,0.0169,0.0169,NA,NA,NA,NA,0.0834,NA,0.0328,NA,992,NA,8,NA,NA,NA,NA,NA,2.1,0.488,22.6,13.5,0.6,0.3
"ARC ","TW Weir",2003-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6,24.8,NA,0.00605,0.00605,NA,NA,NA,NA,0.0897,NA,0.0297,NA,1036,NA,8,NA,NA,NA,NA,NA,2.9,0.421,22.9,13.7,0.7,0
"ARC ","TW Weir",2003-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,27.7,NA,NA,NA,NA,NA,NA,NA,0.0873,NA,0.0449,NA,1071,NA,9,NA,NA,NA,NA,NA,2.2,0.185,23,13.6,NA,NA
"ARC ","TW Weir",2003-07-28,NA,NA,47,2.1,NA,9,NA,NA,NA,39.9,23.3,NA,0.0307,0.0307,NA,NA,NA,NA,0.0765,NA,0.0328,NA,909,NA,12,NA,6.12,95.00148,NA,NA,2.6,0.179,20.8,12.7,0.6,0.1
"ARC ","TW Weir",2003-08-01,NA,4080,4.4,2.4,NA,8.8,NA,NA,NA,41.1,27.5,NA,0.0748,0.0748,NA,NA,NA,NA,0.088,NA,0.0331,NA,910,NA,18,NA,5.81,89.00187,NA,NA,3.6,0.16,21.1,12.6,0.6,0.3
"ARC ","TW Weir",2003-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1,25.2,NA,0.0159,0.0159,NA,NA,NA,NA,0.0452,NA,NA,NA,1033,NA,18,NA,NA,NA,NA,NA,3.7,0.586,19.9,11.8,0.7,2.8
"ARC ","TW Weir",2003-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8,23.7,NA,0.0289,0.0289,NA,NA,NA,NA,0.0697,NA,NA,NA,940,NA,35,NA,NA,NA,NA,NA,3.5,0.582,19.7,11.7,0.7,9.5
"ARC ","TW Weir",2003-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7,21.8,NA,NA,NA,NA,NA,NA,NA,0.0559,NA,NA,NA,936,NA,10,NA,NA,NA,NA,NA,4.8,0.713,20.6,11.5,0.6,0.5
"ARC ","TW Weir",2003-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3,28,NA,0.0625,0.0625,NA,NA,NA,NA,0.0629,NA,0.0394,NA,1044,NA,10,NA,NA,NA,NA,NA,3.5,0.521,19.5,11.6,0.7,1
"ARC ","TW Weir",2003-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,21.7,NA,0.081,0.081,NA,NA,NA,NA,0.0878,NA,0.0922,NA,937,NA,12,NA,NA,NA,NA,NA,4.2,0.889,20,11.8,0.6,0.4
"ARC ","TW Weir",2003-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,19.5,NA,NA,NA,NA,NA,NA,NA,0.0571,NA,NA,NA,887,NA,18,NA,NA,NA,NA,NA,3.7,0.322,21.8,12.7,0.7,1.5
"ARC ","TW Weir",2003-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6,31.3,NA,NA,NA,NA,NA,NA,NA,0.0759,NA,NA,NA,955,NA,15,NA,NA,NA,NA,NA,3.4,0.561,21.8,12.8,0.7,0.4
"ARC ","TW Weir",2003-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,32,NA,0.0202,0.0202,NA,NA,NA,NA,0.101,NA,0.0891,NA,950,NA,15,NA,NA,NA,NA,NA,3.9,0.792,22.1,12.8,0.7,5.9
"ARC ","TW Weir",2003-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9,30.4,NA,0.0712,0.0712,NA,NA,NA,NA,0.0941,NA,0.111,NA,955,NA,16,NA,NA,NA,NA,NA,3.4,0.502,21.8,12.6,0.8,0.2
"ARC ","TW Weir",2003-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.3,35.6,NA,NA,NA,NA,NA,NA,NA,0.0931,NA,0.142,NA,1010,NA,16,NA,NA,NA,NA,NA,3.6,0.637,21.9,12.8,0.6,0.3
"ARC ","TW Weir",2003-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3,22,NA,NA,NA,NA,NA,NA,NA,0.0941,NA,0.161,NA,922,NA,34,NA,NA,NA,NA,NA,2.9,0.512,20.1,11.9,0.6,0.9
"ARC ","TW Weir",2003-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,27.9,NA,NA,NA,NA,NA,NA,NA,0.0836,NA,0.123,NA,972,NA,16,NA,NA,NA,NA,NA,4,0.986,21.4,12.6,0.6,0.5
"ARC ","TW Weir",2003-08-12,NA,7070,8.8,NA,NA,NA,NA,NA,NA,31.4,24.6,NA,0.0527,0.0527,NA,NA,NA,NA,0.0901,NA,0.111,NA,945,NA,12,NA,NA,NA,NA,NA,3.6,0.681,20.7,12.1,0.7,5.4
"ARC ","TW Weir",2003-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.2,21.4,NA,0.1,0.1,NA,NA,NA,NA,0.0745,NA,0.0891,NA,916,NA,13,NA,NA,NA,NA,NA,3.5,0.405,20.5,12,0.6,0.6
"ARC ","TW Weir",2003-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,22.8,NA,0.0884,0.0884,NA,NA,NA,NA,0.0732,NA,0.0705,NA,895,NA,17,NA,NA,NA,NA,NA,3.6,0.517,20.5,12.2,0.6,0.8
"ARC ","TW Weir",2003-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4,23.9,NA,0.0734,0.0734,NA,NA,NA,NA,0.0738,NA,0.0985,NA,918,NA,17,NA,NA,NA,NA,NA,4.3,0.918,20.3,12,0.7,0.5
"ARC ","TW Weir",2003-08-15,NA,1690,2.9,10.2,NA,14.3,NA,NA,NA,36.5,20.1,NA,0.199,0.199,NA,NA,NA,NA,0.0874,NA,NA,NA,861,NA,10,NA,4.95,87.00277,NA,NA,3.6,0.295,19.9,11.9,0.6,0.6
"ARC ","TW Weir",2004-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,18.7,NA,NA,NA,NA,NA,NA,NA,0.258,NA,0.245,NA,1213,NA,25,NA,NA,NA,NA,NA,5.8,15.2,18.9,12.3,0.5,2.1
"ARC ","TW Weir",2004-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,16.5,NA,0.00426,0.00426,NA,NA,NA,NA,0.24,NA,0.0967,NA,936,NA,13,NA,NA,NA,NA,NA,4.3,15.9,12.5,7.9,0.6,5.9
"ARC ","TW Weir",2004-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,12.7,NA,0.0379,0.0379,NA,NA,NA,NA,0.315,NA,0.0973,NA,660,NA,18,NA,NA,NA,NA,NA,4,9.23,12,7.4,0.6,3.6
"ARC ","TW Weir",2004-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,50.4,NA,0.097,0.097,NA,NA,NA,NA,0.316,NA,0.169,NA,1198,NA,39,NA,NA,NA,NA,NA,7.9,15.6,20.6,12.5,3.3,6.2
"ARC ","TW Weir",2004-06-18,NA,NA,NA,5.2,NA,NA,NA,NA,NA,36.2,15.7,NA,0.099,0.099,NA,NA,NA,NA,0.156,NA,0.0458,NA,848,NA,22,NA,5.39,156.00537,NA,NA,7.2,0.769,21.2,13.1,0.8,3.5
"ARC ","TW Weir",2004-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2,16.4,NA,0.344,0.344,NA,NA,NA,NA,0.121,NA,0.0492,NA,803,NA,20,NA,NA,NA,NA,NA,3.6,0.467,21.5,13.7,0.5,0.6
"ARC ","TW Weir",2004-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2,15.8,NA,0.241,0.241,NA,NA,NA,NA,0.11,NA,0.135,NA,806,NA,32,NA,NA,NA,NA,NA,4.4,1.36,23.9,14,0.6,1.4
"ARC ","TW Weir",2004-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.3,16.3,NA,0.134,0.134,NA,NA,NA,NA,0.103,NA,0.075,NA,932,NA,28,NA,NA,NA,NA,NA,3.4,0.65,25.9,15,0.5,0.9
"ARC ","TW Weir",2004-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7,18.3,NA,0.159,0.159,NA,NA,NA,NA,0.102,NA,0.0588,NA,1047,NA,25,NA,NA,NA,NA,NA,4.3,0.546,25.8,15.8,0.5,1.4
"ARC ","TW Weir",2004-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8,24.1,NA,0.12,0.12,NA,NA,NA,NA,0.103,NA,0.0484,NA,1009,NA,29,NA,NA,NA,NA,NA,3.2,0.276,24.8,15.2,0.4,1.1
"ARC ","TW Weir",2004-07-09,NA,7000,7.2,3.7,NA,6.5,NA,NA,NA,45.2,15.2,NA,NA,NA,NA,NA,NA,NA,0.0747,NA,0.061,NA,944,NA,23,NA,NA,94.00208,NA,NA,3.3,0.386,24.3,14.8,0.4,0.6
"ARC ","TW Weir",2004-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2,17.2,NA,0.155,0.155,NA,NA,NA,NA,0.0903,NA,0.0607,NA,950,NA,26,NA,NA,NA,NA,NA,3,0.218,23.4,14.6,0.4,0.7
"ARC ","TW Weir",2004-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,18.3,NA,0.244,0.244,NA,NA,NA,NA,0.159,NA,0.0566,NA,1189,NA,24,NA,NA,NA,NA,NA,3.6,0.471,27.3,16.5,0.4,0.4
"ARC ","TW Weir",2004-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2,18.1,NA,0.134,0.134,NA,NA,NA,NA,0.133,NA,0.0725,NA,1170,NA,24,NA,NA,NA,NA,NA,3.8,0.287,26.7,16.4,0.3,1.3
"ARC ","TW Weir",2004-07-10,NA,2330,NA,3.2,NA,10.3,NA,NA,NA,38.5,17,NA,0.219,0.219,NA,NA,NA,NA,0.115,NA,0.0434,NA,1128,NA,25,NA,5.4,83.00163,NA,NA,3.9,0.296,26.4,16.2,0.4,0.6
"ARC ","TW Weir",2004-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2,17.2,NA,0.214,0.214,NA,NA,NA,NA,0.134,NA,0.0391,NA,1132,NA,22,NA,NA,NA,NA,NA,4,0.388,25.9,16,0.3,0.5
"ARC ","TW Weir",2004-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8,17.1,NA,0.229,0.229,NA,NA,NA,NA,0.137,NA,0.0359,NA,1031,NA,25,NA,NA,NA,NA,NA,3.3,0.473,25.2,15.3,0.4,0.6
"ARC ","TW Weir",2004-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3,18.1,NA,0.0123,0.0123,NA,NA,NA,NA,0.144,NA,0.0365,NA,1168,NA,20,NA,NA,NA,NA,NA,3.9,0.287,26.9,16.5,0.3,5.6
"ARC ","TW Weir",2004-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3,16.3,NA,0.192,0.192,NA,NA,NA,NA,0.133,NA,0.0482,NA,1098,NA,20,NA,NA,NA,NA,NA,4.9,0.441,25.6,15.6,0.4,1.7
"ARC ","TW Weir",2004-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4,16.9,NA,0.166,0.166,NA,NA,NA,NA,0.122,NA,0.0501,NA,1100,NA,11,NA,NA,NA,NA,NA,4.5,0.389,25.4,15.6,0.4,14.7
"ARC ","TW Weir",2004-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6,17.2,NA,0.199,0.199,NA,NA,NA,NA,0.15,NA,0.0525,NA,1087,NA,19,NA,NA,NA,NA,NA,4,0.35,25.8,15.7,0.5,10.7
"ARC ","TW Weir",2004-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1,17.6,NA,0.163,0.163,NA,NA,NA,NA,0.115,NA,0.0579,NA,1078,NA,24,NA,NA,NA,NA,NA,4.5,0.468,25.5,15.5,0.4,1.3
"ARC ","TW Weir",2004-07-12,NA,1500,3.1,8.5,NA,10,NA,NA,NA,40.1,15.3,NA,0.2,0.2,NA,NA,NA,NA,0.094,NA,0.0414,NA,984,NA,24,NA,5.84,110.00199,NA,0,3.8,0.193,24.4,14.8,0.4,134.7
"ARC ","TW Weir",2004-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1,16.1,NA,NA,NA,NA,NA,NA,NA,0.0931,NA,0.0202,NA,899,NA,0,NA,NA,NA,NA,NA,3.6,0.177,23.4,14.3,0.4,41.2
"ARC ","TW Weir",2004-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8,14.8,NA,NA,NA,NA,NA,NA,NA,0.0618,NA,0.0219,NA,901,NA,24,NA,NA,NA,NA,NA,4,0.245,24.2,14.6,0.2,0.3
"ARC ","TW Weir",2004-07-16,NA,314,NA,6.9,NA,9.9,NA,NA,NA,43.2,15.2,NA,NA,NA,NA,NA,NA,NA,0.0835,NA,0.024,NA,835,NA,12,NA,4.53,225.0144,NA,NA,3.6,0.495,24.4,14.5,0.4,43.5
"ARC ","TW Weir",2004-07-23,NA,1210,NA,7.3,NA,9.9,NA,NA,NA,44,14.6,NA,NA,NA,NA,NA,NA,NA,0.0581,NA,0.0511,NA,885,NA,22,NA,4.94,183.00661,NA,NA,3.7,0.158,25.2,14.7,0.5,NA
"ARC ","TW Weir",2004-07-30,NA,NA,NA,NA,NA,10.4,NA,NA,NA,51.5,15.9,NA,NA,NA,NA,NA,NA,NA,0.0672,NA,0.0385,NA,927,NA,25,NA,5.82,104.00536,NA,NA,3.7,0.276,25.6,14.9,0.3,0.3
"ARC ","TW Weir",2004-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.4,18.8,NA,NA,NA,NA,NA,NA,NA,0.0476,NA,0.0235,NA,918,NA,22,NA,NA,NA,NA,NA,4.1,0.817,24.7,14.7,0.3,1
"ARC ","TW Weir",2004-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.3,16.7,NA,NA,NA,NA,NA,NA,NA,0.0772,NA,0.0336,NA,980,NA,23,NA,NA,NA,NA,NA,4.1,0.574,25,14.9,0.3,0.5
"ARC ","TW Weir",2004-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,20.9,NA,NA,NA,NA,NA,NA,NA,0.11,NA,0.0365,NA,1106,NA,26,NA,NA,NA,NA,NA,4.8,1.33,27.1,15.8,0.3,2.2
"ARC ","TW Weir",2004-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2,19.5,NA,NA,NA,NA,NA,NA,NA,0.103,NA,0.0558,NA,1129,NA,14,NA,NA,NA,NA,NA,3.9,0.291,26.9,16,0.2,0.2
"ARC ","TW Weir",2004-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9,19,NA,NA,NA,NA,NA,NA,NA,0.103,NA,0.0368,NA,1070,NA,12,NA,NA,NA,NA,NA,4.4,0.734,26.1,15.7,0.3,0.9
"ARC ","TW Weir",2004-08-03,NA,NA,NA,NA,NA,7.7,NA,NA,NA,44,20,NA,NA,NA,NA,NA,NA,NA,0.0717,NA,0.0785,NA,1001,NA,19,NA,NA,NA,NA,NA,4.1,0.357,24.3,14.5,0.3,1.1
"ARC ","TW Weir",2004-08-03,NA,NA,NA,NA,NA,7.4,NA,NA,NA,40.8,17,NA,NA,NA,NA,NA,NA,NA,0.0772,NA,0.0687,NA,986,NA,23,NA,NA,NA,NA,NA,4.6,0.557,24.3,14.3,0.3,0.8
"ARC ","TW Weir",2004-08-04,NA,NA,NA,NA,NA,32.7,NA,NA,NA,42.6,18.6,NA,NA,NA,NA,NA,NA,NA,0.0784,NA,0.0564,NA,975,NA,21,NA,NA,NA,NA,NA,4.3,0.424,24.4,14.4,0.3,0.7
"ARC ","TW Weir",2004-08-05,NA,NA,NA,NA,NA,7.5,NA,NA,NA,43.6,16.7,NA,NA,NA,NA,NA,NA,NA,0.0717,NA,0.0574,NA,967,NA,22,NA,NA,NA,NA,NA,4.6,0.683,24.9,14.6,0.3,1.9
"ARC ","TW Weir",2004-08-06,NA,1250,12.5,7.3,NA,10.1,NA,NA,NA,45.8,16.5,NA,0.00572,0.00572,NA,NA,NA,NA,0.075,NA,0.0646,NA,927,NA,12,NA,5.26,141.00498,NA,NA,4,0.199,25.6,14.6,0.4,3.7
"ARC ","TW Weir",2004-08-13,NA,873,0.8,7.3,NA,10.6,NA,NA,NA,51.1,16.5,NA,NA,NA,NA,NA,NA,NA,0.115,NA,0.0481,NA,944,NA,28,NA,4.36,169.0105,NA,NA,4.4,0.505,26,15.2,0.5,1.4
"ARC ","TW Weir",2005-05-13,NA,1800,NA,0.1,NA,18.5,NA,NA,NA,11.9,35.8,NA,0.175,0.175,NA,NA,NA,NA,1,NA,0.144,NA,2009,NA,11,NA,6.12,63.00318,NA,NA,9.6,39.5,21.5,13.6,0.4,21.4
"ARC ","TW Weir",2005-05-14,NA,1600,NA,0.2,NA,16.4,NA,NA,NA,10.7,31.7,NA,NA,NA,NA,NA,NA,NA,0.557,NA,0.0918,NA,1825,NA,8,NA,5.69,52.00269,NA,NA,6.6,25.1,21.1,14,0.4,13.2
"ARC ","TW Weir",2005-05-15,NA,500,NA,0.2,NA,16.8,NA,NA,NA,11.8,38.2,NA,0.162,0.162,NA,NA,NA,NA,0.854,NA,0.147,NA,2141,NA,10,NA,5.42,52.00321,NA,NA,7,23.6,25.4,17.3,0.3,12.6
"ARC ","TW Weir",2005-05-16,NA,400,NA,0.2,NA,18,NA,NA,NA,13.4,40.2,NA,0.165,0.165,NA,NA,NA,NA,0.737,NA,0.172,NA,2339,NA,13,NA,5.71,56.0037,NA,NA,7.7,23.4,28.6,19.6,0.6,3.3
"ARC ","TW Weir",2005-05-17,NA,100,NA,1.5,NA,19.1,NA,NA,NA,15.5,45.6,NA,0.135,0.135,NA,NA,NA,NA,1.04,NA,0.162,NA,2656,NA,8,NA,5.9,49.00378,NA,NA,8.5,22,36.2,24.9,0.4,1.3
"ARC ","TW Weir",2005-05-19,NA,1000,NA,0.1,NA,12.4,NA,NA,NA,5.6,25.1,NA,0.133,0.133,NA,NA,NA,NA,0.411,NA,0.101,NA,1509,NA,5,NA,5.45,44.00404,NA,NA,5.6,14.3,15.6,9.6,0.2,2.5
"ARC ","TW Weir",2005-05-20,NA,500,NA,0.1,NA,12.4,NA,NA,NA,5.2,23.9,NA,0.117,0.117,NA,NA,NA,NA,0.359,NA,0.144,NA,1469,NA,6,NA,5.71,47.00499,NA,NA,5,13.5,15.5,9.5,0.3,1
"ARC ","TW Weir",2005-05-21,NA,2000,NA,0.1,NA,9.8,NA,NA,NA,2.4,17.5,NA,0.112,0.112,NA,NA,NA,NA,0.471,NA,0.094,NA,1080,NA,4,NA,4.58,46.00424,NA,NA,4.5,10.2,10,5.2,0.5,1.9
"ARC ","TW Weir",2005-05-22,NA,750,NA,0.1,NA,9.5,NA,NA,NA,2.5,17,NA,0.0944,0.0944,NA,NA,NA,NA,0.401,NA,0.115,NA,1054,NA,4,NA,5.93,45.00526,NA,NA,4.4,10.8,9.6,4.8,0.3,1.5
"ARC ","TW Weir",2005-05-23,NA,1000,NA,0.1,NA,8.9,NA,NA,NA,2,17.3,NA,0.0296,0.0296,NA,NA,NA,NA,0.982,NA,0.116,NA,969,NA,7,NA,7.17,46.0053,NA,NA,4.4,9.44,8.5,3.8,0.4,1.9
"ARC ","TW Weir",2005-05-24,NA,2000,NA,0.1,NA,7.7,NA,NA,NA,0,8.7,NA,0.09,0.09,NA,NA,NA,NA,0.161,NA,0.0921,NA,565,NA,7,NA,4.85,41.00845,NA,NA,3.1,5.39,3,0,0.3,1.7
"ARC ","TW Weir",2005-05-25,NA,2500,NA,0.2,NA,7.3,NA,NA,NA,0.5,9.9,NA,0.00763,0.00763,NA,NA,NA,NA,0.267,NA,0.103,NA,554,NA,6,NA,5.01,40.00674,NA,NA,3.3,5.37,3.1,0,0.3,1.8
"ARC ","TW Weir",2005-05-26,NA,2500,NA,0.3,NA,7.2,NA,NA,NA,1.3,10.2,NA,0.058,0.058,NA,NA,NA,NA,0.217,NA,0.111,NA,575,NA,11,NA,4.5,45.00709,NA,NA,3.4,6.17,3.7,0.1,0.4,3.2
"ARC ","TW Weir",2005-05-27,NA,1800,NA,0.9,NA,8.9,NA,NA,NA,2.5,13.4,NA,NA,NA,NA,NA,NA,NA,0.331,NA,0.145,NA,747,NA,18,NA,5.5,59.00878,NA,NA,3.9,8.42,7.9,3.4,0.5,4.4
"ARC ","TW Weir",2005-05-28,NA,750,NA,1.1,NA,14.5,NA,NA,NA,6,29.5,NA,0.0402,0.0402,NA,NA,NA,NA,0.677,NA,0.123,NA,1253,NA,64,NA,5.16,108.043,NA,NA,6.2,20.4,16.9,10.8,1,8.8
