"LTER","Site/Stream.Name","Sampling.Date","Daily.Avg.Q.(Discharge)","Instantaneous.Q.(Discharge)","Stage.Height","Temp.C","Conductivity","Spec.Cond","Turbidity","TSS","VSS","DSi","TN","TDN","DIN","NOx","NO3","NO2","NH4","DON","TP","TDP","PO4","SRP","DOC","TOC","alkalinity","ANC","pH","DIC","Suspended.Chl","Benthic.Chl","Na","K","Ca","Mg","SO4","Cl"
"ARC ","TW Weir",1998-07-24,NA,4,0,16.8,NA,17.9,NA,NA,NA,65.1,35.3,NA,1.99,0.19,NA,NA,1.8,NA,NA,NA,NA,NA,1285,NA,22,NA,5.47,936.12,NA,NA,2.2,2,51.5,27.4,0.9,1.7
"ARC ","TW Weir",1998-07-27,NA,4580,6.1,10.4,NA,NA,NA,NA,NA,53.9,40.3,NA,0.912,0.252,NA,NA,0.66,NA,0.307,NA,0.0743,NA,1386,NA,5,NA,5.55,131.103,NA,NA,4.7,NA,40.6,21.3,0.3,12.9
"ARC ","TW Weir",1998-07-28,NA,4630,6.9,8.7,NA,31.2,NA,NA,NA,55.8,36.7,NA,0.862,0.175,NA,NA,0.687,NA,0.277,NA,0.156,NA,1312,NA,6,NA,5.76,112.0975,NA,NA,8.7,NA,38.6,20.1,0.4,14
"ARC ","TW Weir",1998-07-31,NA,1270,3.9,8.1,NA,9.2,NA,NA,NA,58.7,25.5,NA,0.259,0.126,NA,NA,0.133,NA,0.188,NA,0.0295,NA,1217,NA,4,NA,4.16,140.196,NA,NA,1.2,0.426,36.7,19.6,0.7,1
"ARC ","TW Weir",1998-08-07,NA,3110,5.1,6.6,NA,11.2,NA,NA,NA,58,29.5,NA,0.294,0.133,NA,NA,0.161,NA,0.18,NA,0.0152,NA,1176,NA,4,NA,5.28,117.123,NA,NA,1.8,0.427,34.5,18.7,0.6,0.5
"ARC ","TW Weir",1999-06-23,NA,400,3.1,5,NA,10.4,NA,NA,NA,37.4,24.2,NA,0.507,0.07,NA,NA,0.437,NA,0.127,NA,0.0336,NA,946,NA,10,NA,5.2,184.0417,NA,NA,5.2,0.134,25.8,15,0.6,0.4
"ARC ","TW Weir",1999-06-24,NA,300,2.7,7,NA,10.4,NA,NA,NA,38.4,22.8,NA,0.672,0.14,NA,NA,0.532,NA,0.119,NA,0.0531,NA,931,NA,5,NA,5.21,227.0888,NA,NA,5,0.173,25.7,14.7,0.7,0.3
"ARC ","TW Weir",1999-06-26,NA,100,0.2,5.6,NA,10.5,NA,NA,NA,41.9,21.3,NA,0.08,0.08,NA,NA,NA,NA,0.102,NA,0.0746,NA,1015,NA,17,NA,5.91,324.237,NA,NA,40.9,4.92,29.8,15.3,0.7,0.4
"ARC ","TW Weir",1999-07-08,NA,2700,6.2,6.8,NA,10.1,NA,NA,NA,47.9,21,NA,0.07,0.07,NA,NA,NA,NA,0.129,NA,0.0173,NA,960,NA,5,NA,6.67,138.0383,NA,NA,2.3,0.149,27.5,15.5,0.4,1
"ARC ","TW Weir",1999-07-16,NA,100,0.1,9,NA,11,NA,NA,NA,51.9,21.3,NA,0.398,0.13,NA,NA,0.268,NA,0.119,NA,0.0928,NA,965,NA,10,NA,5.39,407.683,NA,NA,2.6,0.39,29.5,16.3,0.3,0.3
"ARC ","TW Weir",1999-07-17,NA,NA,28.5,3.7,NA,10,NA,NA,NA,35.9,24.6,NA,0.16,0.16,NA,NA,NA,NA,0.217,NA,0.0641,NA,1202,NA,4,NA,4.84,80.0308,NA,NA,5,2.14,28.9,16.1,0.5,3.6
"ARC ","TW Weir",1999-07-19,NA,3600,7.4,5.2,NA,9,NA,NA,NA,39.5,27.2,NA,0.11,0.11,NA,NA,NA,NA,0.179,NA,0.0521,NA,NA,NA,4,NA,5.98,104.0201,NA,NA,3.2,0.367,26.7,15.1,0.2,1.5
"ARC ","TW Weir",1999-07-20,NA,2000,4.5,8,NA,14,NA,NA,NA,41.4,18.4,NA,0.09,0.09,NA,NA,NA,NA,0.138,NA,NA,NA,991,NA,4,NA,6.11,128.0299,NA,NA,2.5,0.109,26.7,15,0.1,0.5
"ARC ","TW Weir",1999-07-28,NA,400,1.5,3.5,NA,10,NA,NA,NA,44.5,18.4,NA,0.26,0.26,NA,NA,NA,NA,0.136,NA,0.0679,NA,859,NA,4,NA,4.92,182.0689,NA,NA,2.5,0.21,25.2,14.2,0.2,0.5
"ARC ","TW Weir",1999-08-06,NA,NA,0.1,9.6,NA,14,NA,NA,NA,57.5,21.7,NA,1.4,0.26,NA,NA,1.14,NA,0.15,NA,0.0779,NA,882,NA,33,NA,4.99,959.831,NA,NA,3.4,0.229,35.6,19.3,1.1,0.9
"ARC ","TW Weir",1999-08-08,NA,600,2,7,NA,10,NA,NA,NA,45.9,25.5,NA,0.09,0.09,NA,NA,NA,NA,0.343,NA,0.176,NA,925,NA,5,NA,5.84,NA,NA,NA,4.7,1.69,28,15.5,0.9,3.2
"ARC ","TW Weir",1999-08-08,NA,2600,5.7,7,NA,10,NA,NA,NA,41.5,23.8,NA,NA,NA,NA,NA,NA,NA,0.188,NA,0.0574,NA,993,NA,4,NA,5.1,217.0878,NA,NA,3.9,2.21,28.4,15.6,0.9,2.9
"ARC ","TW Weir",1999-08-08,NA,5500,11,6.5,NA,10,NA,NA,NA,42.2,26.2,NA,0.1,0.1,NA,NA,NA,NA,0.217,NA,0.0713,NA,1093,NA,4,NA,4.5,130.0229,NA,NA,6.2,5.16,29.4,15.9,0.7,3
"ARC ","TW Weir",1999-08-09,NA,4300,9,5.3,NA,10,NA,NA,NA,43.9,25.3,NA,0.322,NA,NA,NA,0.322,NA,0.155,NA,0.0654,NA,582,NA,4,NA,4.93,136.0434,NA,NA,4.5,1.46,28.9,15.7,0.5,2
"ARC ","TW Weir",1999-08-10,NA,2000,5.1,6.8,NA,10,NA,NA,NA,47.6,21.2,NA,1.24,0.09,NA,NA,1.15,NA,0.147,NA,0.0467,NA,1021,NA,4,NA,4.78,124.0614,NA,NA,4,0.632,28.7,15.8,0.8,0.8
"ARC ","TW Weir",1999-08-16,NA,2700,6.4,4.3,NA,9,NA,NA,NA,49.9,22.5,NA,0.552,0.1,NA,NA,0.452,NA,0.148,NA,0.0231,NA,990,NA,4,NA,5.29,0.026,NA,NA,3.8,0.75,28,15.3,0.4,0.7
"ARC ","TW Weir",2000-06-21,NA,1850,1.1,4.2,NA,9,NA,NA,NA,33.3,23.6,NA,0.088,0.088,NA,NA,NA,NA,NA,NA,0.0343,NA,919,NA,8,NA,5.57,109.00741,NA,NA,7.7,0.951,22,13,0.4,0.3
"ARC ","TW Weir",2000-06-23,NA,578,0,3.6,NA,8.9,NA,NA,NA,35.1,22.6,NA,0.6275,0.0705,NA,NA,0.557,NA,NA,NA,0.084,NA,833,NA,11,NA,5.24,139.0096,NA,NA,7.7,0.849,21.2,12.6,0.5,0.2
"ARC ","TW Weir",2000-06-27,NA,132,0,3.5,NA,9.7,NA,NA,NA,39.6,19.5,NA,0.5234,0.0564,NA,NA,0.467,NA,NA,NA,0.0516,NA,809,NA,14,NA,5.53,226.0558,NA,NA,6.9,0.315,21.3,12.5,0.3,0.2
"ARC ","TW Weir",2000-06-28,NA,1650,1,3.3,NA,10.8,NA,NA,NA,40.2,19.1,NA,0.5224,0.0954,NA,NA,0.427,NA,NA,NA,0.191,NA,868,NA,10,NA,5.62,111.00517,NA,NA,6.2,0.518,21.6,12.8,0.2,0.2
"ARC ","TW Weir",2000-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3,18.2,NA,0.1283,0.0522,NA,NA,0.0761,NA,NA,NA,0.255,NA,864,NA,7,NA,NA,NA,NA,NA,5.9,0.501,21.3,12.5,0.5,2.1
"ARC ","TW Weir",2000-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,19.3,NA,0.3033,0.0633,NA,NA,0.24,NA,NA,NA,0.123,NA,880,NA,4,NA,NA,NA,NA,NA,7.3,0.65,22.1,13,0.4,1.4
"ARC ","TW Weir",2000-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,18.8,NA,0.0722,0.0451,NA,NA,0.0271,NA,NA,NA,0.0937,NA,910,NA,6,NA,NA,NA,NA,NA,5.6,0.394,22.5,13.3,0.4,1.4
"ARC ","TW Weir",2000-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8,20,NA,0.0601,0.0601,NA,NA,NA,NA,NA,NA,0.0916,NA,937,NA,0,NA,NA,NA,NA,NA,8.4,0.91,23,13.5,0.4,4.6
"ARC ","TW Weir",2000-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9,21.2,NA,0.0603,0.0603,NA,NA,NA,NA,NA,NA,0.0797,NA,913,NA,4,NA,NA,NA,NA,NA,5.5,0.434,23.3,13.6,0.4,1.3
"ARC ","TW Weir",2000-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,20.8,NA,0.0541,0.0541,NA,NA,NA,NA,NA,NA,0.0792,NA,916,NA,5,NA,NA,NA,NA,NA,6,0.494,23.5,13.8,0.5,0.8
"ARC ","TW Weir",2000-07-03,NA,2510,1.3,3,NA,9.1,NA,NA,NA,40.7,19.6,NA,0.0634,0.0634,NA,NA,NA,NA,NA,NA,0.0504,NA,947,NA,11,NA,5.28,83.00398,NA,NA,4.3,0.14,24,14.1,0.4,0.4
"ARC ","TW Weir",2000-07-04,NA,3190,1.5,5.3,NA,9.3,NA,NA,NA,41.3,20,NA,0.3009,0.0499,NA,NA,0.251,NA,NA,NA,0.323,NA,957,NA,5,NA,4.7,103.00466,NA,NA,4.3,0.146,24.3,14.3,0.1,0.3
"ARC ","TW Weir",2000-07-05,NA,NA,NA,NA,NA,11.2,NA,NA,NA,42.2,19.9,NA,0.426,0.194,NA,NA,0.232,NA,NA,NA,0.0957,NA,943,NA,6,NA,NA,NA,NA,NA,5.4,0.465,24.5,14.3,0.3,0.7
"ARC ","TW Weir",2000-07-05,NA,NA,NA,NA,NA,9.4,NA,NA,NA,41.4,18.9,NA,0.657,0.114,NA,NA,0.543,NA,NA,NA,0.152,NA,931,NA,5,NA,NA,NA,NA,NA,7.7,0.773,24.3,14.2,0.4,0.5
"ARC ","TW Weir",2000-07-05,NA,NA,NA,NA,NA,9.2,NA,NA,NA,40,21.8,NA,0.416,0.108,NA,NA,0.308,NA,NA,NA,0.151,NA,989,NA,4,NA,NA,NA,NA,NA,9.6,1.08,25.4,14.8,0.2,0.8
"ARC ","TW Weir",2000-07-05,NA,NA,NA,NA,NA,9.7,NA,NA,NA,38.8,20.9,NA,0.534,0.155,NA,NA,0.379,NA,NA,NA,0.49,NA,1063,NA,5,NA,NA,NA,NA,NA,8.5,0.945,27.1,15.4,0.2,0.5
"ARC ","TW Weir",2000-07-05,NA,NA,NA,NA,NA,10,NA,NA,NA,37.9,22.9,NA,0.438,0.149,NA,NA,0.289,NA,NA,NA,0.437,NA,1081,NA,5,NA,NA,NA,NA,NA,5.6,0.587,27.3,15.6,0.7,2.1
"ARC ","TW Weir",2000-07-06,NA,NA,NA,NA,NA,9.7,NA,NA,NA,39.3,23.2,NA,0.416,0.132,NA,NA,0.284,NA,NA,NA,0.175,NA,1056,NA,5,NA,NA,NA,NA,NA,13.2,1.81,26.2,15.2,0.3,1.2
"ARC ","TW Weir",2000-07-06,NA,NA,NA,NA,NA,9.6,NA,NA,NA,38.6,26.4,NA,0.35,0.139,NA,NA,0.211,NA,NA,NA,0.098,NA,1046,NA,6,NA,NA,NA,NA,NA,5.9,0.751,26.2,15.1,0.3,3.1
"ARC ","TW Weir",2000-07-07,NA,1320,0,5.6,NA,9.5,NA,NA,NA,38.2,19.7,NA,0.246,0.124,NA,NA,0.122,NA,NA,NA,0.244,NA,970,NA,4,NA,5.48,110.00498,NA,NA,3.5,0.147,25.2,14.6,0.3,0
"ARC ","TW Weir",2000-07-12,NA,252,0,4.5,NA,9,NA,NA,NA,41.7,19.2,NA,0.116,0.116,NA,NA,NA,NA,NA,NA,0.215,NA,855,NA,16,NA,5.85,143.0121,NA,NA,3,0.158,23.5,13.7,0.5,0.5
"ARC ","TW Weir",2000-07-17,NA,24.3,0,5.6,NA,10.8,NA,NA,NA,47,19.3,NA,0.702,0.363,NA,NA,0.339,NA,NA,NA,0.0447,NA,827,NA,17,NA,6.39,530.12,NA,NA,3.7,1.8,26.6,15.2,0.6,3.4
"ARC ","TW Weir",2000-07-18,NA,2580,0,5.8,NA,9.5,NA,NA,NA,42.5,13.7,NA,0.758,0.151,NA,NA,0.607,NA,NA,NA,NA,NA,898,NA,5,NA,5.56,144.0115,NA,NA,2.8,0.282,25.2,14.6,0.1,0.1
"ARC ","TW Weir",2000-07-18,NA,NA,0,NA,NA,10.3,NA,NA,NA,44.3,21.3,NA,1.476,0.176,NA,NA,1.3,NA,NA,NA,0.0787,NA,889,NA,6,NA,NA,NA,NA,NA,4.8,1.87,24.8,14.2,0.3,2.2
"ARC ","TW Weir",2000-07-18,NA,NA,2.6,NA,NA,9.8,NA,NA,NA,43.7,18.1,NA,1.151,0.163,NA,NA,0.988,NA,NA,NA,0.0765,NA,1013,NA,4,NA,5.65,NA,NA,NA,2.8,NA,26.9,15.4,0.5,47.6
"ARC ","TW Weir",2000-07-19,NA,NA,5,NA,NA,9.8,NA,NA,NA,43,18.5,NA,1.085,0.149,NA,NA,0.936,NA,NA,NA,0.0789,NA,1059,NA,6,NA,5.65,NA,NA,NA,2.5,0.442,27.7,15.8,0.2,0.8
"ARC ","TW Weir",2000-07-19,NA,NA,1.9,5.7,NA,9.8,NA,NA,NA,43,23.7,NA,0.85,0.185,NA,NA,0.665,NA,NA,NA,NA,NA,1027,NA,8,NA,5.65,NA,NA,NA,3.5,1.2,28.2,15.8,0.1,1.1
"ARC ","TW Weir",2000-07-21,NA,1340,0,5.5,NA,9.7,NA,NA,NA,44.8,17.4,NA,0.752,0.138,NA,NA,0.614,NA,NA,NA,0.0476,NA,943,NA,9,NA,5.04,119.00567,NA,NA,2.2,0.207,26.2,15,0.4,0.5
"ARC ","TW Weir",2000-07-24,NA,297,0,5.3,NA,9.7,NA,NA,NA,46.5,20.1,NA,0.435,0.137,NA,NA,0.298,NA,NA,NA,0.0133,NA,914,NA,9,NA,5.33,186.0321,NA,NA,2,0.0852,26.5,15,0.2,5.7
"ARC ","TW Weir",2000-08-01,NA,82.3,0,6.6,NA,12.2,NA,NA,NA,50.2,20.3,NA,1.16,NA,NA,NA,1.16,NA,NA,NA,0.0213,NA,870,NA,18,NA,5,258.0787,NA,NA,3.4,0.633,26.4,14.9,0.1,0.4
"ARC ","TW Weir",2000-08-07,NA,44.7,0,5.4,NA,10.9,NA,NA,NA,55.9,19.2,NA,0.687,NA,NA,NA,0.687,NA,NA,NA,0.00504,NA,853,NA,21,NA,4.99,386.175,NA,NA,56.9,3.74,62.3,18.9,0.4,0.3
"ARC ","TW Weir",2000-08-14,NA,NA,2.9,1,NA,9.7,NA,NA,NA,47.1,23.3,NA,0.384,NA,NA,NA,0.384,NA,NA,NA,0.00451,NA,1064,NA,6,NA,5.04,85.0084,NA,NA,2.5,0.709,28.8,16.4,0.3,NA
"ARC ","TW Weir",2001-06-23,NA,2240,4.5,2.7,NA,9.2,NA,NA,NA,35.9,21.3,NA,0.0707,0.0707,NA,NA,NA,NA,0.164,NA,0.049,NA,1768,NA,8,NA,5.28,85.00669,NA,NA,8.3,1.37,24,14.3,0.6,1.4
"ARC ","TW Weir",2001-06-26,NA,NA,NA,NA,NA,9.4,NA,NA,NA,38.4,21.4,NA,0.125,0.125,NA,NA,NA,NA,0.122,NA,0.0262,NA,766,NA,0,NA,NA,NA,NA,NA,11.6,3.56,24.4,13.8,0.4,33.6
"ARC ","TW Weir",2001-06-26,NA,NA,NA,NA,NA,9.1,NA,NA,NA,38.4,23.1,NA,0.187,0.187,NA,NA,NA,NA,0.147,NA,0.0587,NA,828,NA,0,NA,NA,NA,NA,NA,11.6,3.22,23.8,13.8,0.8,12.7
"ARC ","TW Weir",2001-06-26,NA,NA,NA,NA,NA,9.1,NA,NA,NA,38.9,21,NA,0.126,0.126,NA,NA,NA,NA,0.133,NA,0.0523,NA,915,NA,5,NA,NA,NA,NA,NA,8.2,1.13,23.7,14,0.7,3.9
"ARC ","TW Weir",2001-06-26,NA,NA,NA,NA,NA,9.4,NA,NA,NA,39.5,21.8,NA,0.167,0.167,NA,NA,NA,NA,0.168,NA,0.063,NA,890,NA,6,NA,NA,NA,NA,NA,8.1,1.11,24.9,14.9,0.9,9.3
"ARC ","TW Weir",2001-06-27,NA,NA,NA,NA,NA,10.7,NA,NA,NA,35.9,33.9,NA,0.139,0.139,NA,NA,NA,NA,0.298,NA,0.079,NA,1132,NA,0,NA,NA,NA,NA,NA,11.3,3.34,30.7,17.6,0.6,2.2
"ARC ","TW Weir",2001-06-27,NA,NA,NA,NA,NA,11.5,NA,NA,NA,32.8,28.7,NA,0.387,0.387,NA,NA,NA,NA,0.321,NA,0.0699,NA,1317,NA,0,NA,NA,NA,NA,NA,7.2,0.711,32,19.3,0.6,3.8
"ARC ","TW Weir",2001-06-28,NA,9410,10.5,3.1,NA,11.4,NA,NA,NA,31.8,28.9,NA,0.194,0.194,NA,NA,NA,NA,0.29,NA,0.0579,NA,1307,NA,6,NA,5.15,77.00394,NA,NA,6.3,0.326,31.5,19.1,0.3,0.7
"ARC ","TW Weir",2001-07-04,NA,108,0.4,5.3,NA,9.9,NA,NA,NA,38.8,20.4,NA,0.123,0.123,NA,NA,NA,NA,0.0698,NA,0.0273,NA,1791,NA,5,NA,5.12,291.0415,NA,NA,4.9,0.453,24.4,14.9,0.4,0.7
"ARC ","TW Weir",2001-07-06,NA,1120,3.4,1.8,NA,8.5,NA,NA,NA,38.8,17.7,NA,0.0687,0.0687,NA,NA,NA,NA,0.0711,NA,0.0268,NA,NA,NA,0,NA,5.35,122.00657,NA,NA,4.8,0.227,22.1,13.8,0.3,0.7
"ARC ","TW Weir",2001-07-07,NA,5500,7.7,1.8,NA,9.9,NA,NA,NA,37.8,22,NA,0.0872,0.0872,NA,NA,NA,NA,0.128,NA,0.0405,NA,2207,NA,0,NA,5.02,88.00251,NA,NA,3.9,0.102,26.8,16.4,0.3,0.7
"ARC ","TW Weir",2001-07-20,NA,130,0.2,5.9,NA,11.6,NA,NA,NA,46.6,17.9,NA,0.0725,0.0725,NA,NA,NA,NA,0.0635,NA,0.0487,NA,818,NA,0,NA,4.71,272.0548,NA,NA,3.2,0.277,24.3,14.6,0.5,0.6
"ARC ","TW Weir",2001-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,31.7,NA,0.109,0.109,NA,NA,NA,NA,0.0918,NA,0.065,NA,865,NA,0,NA,NA,NA,NA,NA,3.8,0.806,24.6,14.6,0.5,10.9
"ARC ","TW Weir",2001-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2,27.1,NA,0.0831,0.0831,NA,NA,NA,NA,0.085,NA,0.0683,NA,907,NA,4,NA,NA,NA,NA,NA,7.5,3.03,25,14.8,0.4,1.2
"ARC ","TW Weir",2001-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.9,31,NA,0.174,0.174,NA,NA,NA,NA,0.227,NA,NA,NA,896,NA,12,NA,NA,NA,NA,NA,6.4,18.3,25.4,14.7,0.3,26.9
"ARC ","TW Weir",2001-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2,39.6,NA,0.096,0.096,NA,NA,NA,NA,0.134,NA,0.0542,NA,855,NA,6,NA,NA,NA,NA,NA,7.9,3.17,25.1,14.9,0.4,3.3
"ARC ","TW Weir",2001-07-21,NA,790,1.8,7,NA,9,NA,NA,NA,47.9,19.5,NA,0.0687,0.0687,NA,NA,NA,NA,0.0875,NA,0.0574,NA,855,NA,0,NA,4.74,155.0102,NA,NA,3.6,0.351,24.4,14.6,0.3,0.6
"ARC ","TW Weir",2001-07-23,NA,NA,NA,NA,NA,10.4,NA,NA,NA,50.5,24.8,NA,0.13,0.13,NA,NA,NA,NA,0.129,NA,0.147,NA,967,NA,10,NA,NA,NA,NA,NA,4.5,2.81,26,15.1,0.4,14.1
"ARC ","TW Weir",2001-07-24,NA,NA,NA,NA,NA,9.8,NA,NA,NA,49.6,20.3,NA,0.111,0.111,NA,NA,NA,NA,0.0915,NA,NA,NA,999,NA,0,NA,NA,NA,NA,NA,2.7,0.23,27.2,15.9,0.3,1.5
"ARC ","TW Weir",2001-07-24,NA,NA,NA,NA,NA,9.7,NA,NA,NA,49.3,30.8,NA,0.121,0.121,NA,NA,NA,NA,0.155,NA,NA,NA,1039,NA,17,NA,NA,NA,NA,NA,5.5,1.86,27.7,16,0.4,16.6
"ARC ","TW Weir",2001-07-25,NA,6330,8.5,4.2,NA,9.7,NA,NA,NA,48.5,23.6,NA,0.115,0.115,NA,NA,NA,NA,0.12,NA,NA,NA,980,NA,0,NA,4.02,105.00635,NA,NA,2.7,0.409,27.4,16,0.5,4
"ARC ","TW Weir",2001-07-25,NA,NA,NA,NA,NA,9.5,NA,NA,NA,48.2,20.3,NA,0.0947,0.0947,NA,NA,NA,NA,0.104,NA,NA,NA,1026,NA,5,NA,NA,NA,NA,NA,3.4,0.424,26.5,15.7,0.5,8.2
"ARC ","TW Weir",2001-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,20.4,NA,0.104,0.104,NA,NA,NA,NA,0.0773,NA,NA,NA,994,NA,5,NA,NA,NA,NA,NA,3.9,2.11,28,16.2,0.6,8.5
"ARC ","TW Weir",2001-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.4,24.6,NA,0.0842,0.0842,NA,NA,NA,NA,0.0794,NA,NA,NA,982,NA,5,NA,NA,NA,NA,NA,2.9,0.368,27.8,16.4,0.2,0.6
"ARC ","TW Weir",2001-07-28,NA,NA,NA,NA,NA,10,NA,NA,NA,52,19.6,NA,0.0853,0.0853,NA,NA,NA,NA,0.0614,NA,0.0229,NA,942,NA,0,NA,NA,NA,NA,NA,3,7.03,26.6,15.8,0.3,7.4
"ARC ","TW Weir",2001-07-29,NA,NA,NA,NA,NA,8.9,NA,NA,NA,51.6,20.5,NA,0.0839,0.0839,NA,NA,NA,NA,0.0594,NA,0.0303,NA,898,NA,5,NA,NA,NA,NA,NA,2.9,0.599,25.9,15.5,0.4,0.6
"ARC ","TW Weir",2001-07-30,NA,NA,NA,NA,NA,9.1,NA,NA,NA,49.6,16.6,NA,0.101,0.101,NA,NA,NA,NA,0.0734,NA,0.0338,NA,1001,NA,0,NA,NA,NA,NA,NA,4.1,0.625,26.4,15.6,0.3,0.6
"ARC ","TW Weir",2001-07-30,NA,6470,8.6,2.2,NA,9.1,NA,NA,NA,48.9,18.9,NA,0.14,0.14,NA,NA,NA,NA,0.0773,NA,0.0266,NA,980,NA,6,NA,4.56,87.00602,NA,NA,3.8,0.663,27,15.9,0.2,NA
"ARC ","TW Weir",2001-08-03,NA,2100,4.3,4.1,NA,9.5,NA,NA,NA,53,17.8,NA,0.101,0.101,NA,NA,NA,NA,0.0576,NA,0.0233,NA,875,NA,4,NA,4.95,114.00566,NA,NA,2.9,0.211,25.9,15.5,0.2,1
"ARC ","TW Weir",2002-06-28,NA,3530,7.5,1.6,NA,10,NA,NA,NA,27.4,32.2,NA,0.199,0.199,NA,NA,NA,NA,0.242,NA,0.0757,NA,2055,NA,10,NA,5.26,76.00374,NA,NA,5.2,0.201,28.1,15.7,0.3,4.2
"ARC ","TW Weir",2002-07-05,NA,4520,7.8,2.5,NA,10.1,NA,NA,NA,28.3,24.9,NA,0.129,0.129,NA,NA,NA,NA,0.108,NA,0.113,NA,2019,NA,0,NA,4.89,78.00762,NA,NA,4.4,0.17,29.2,16.1,0.1,0.7
"ARC ","TW Weir",2002-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2,19.5,NA,0.131,0.131,NA,NA,NA,NA,0.108,NA,0.0508,NA,1871,NA,0,NA,NA,133.00297,NA,NA,2.6,0.106,25.6,14.6,0.2,0.3
"ARC ","TW Weir",2002-07-12,NA,465,1,3.8,NA,9.3,NA,NA,NA,30.2,22.2,NA,0.114,0.114,NA,NA,NA,NA,0.113,NA,0.00102,NA,1589,NA,0,NA,4.57,134.000905,NA,NA,2.7,0.205,24.8,14.4,0.2,0.2
"ARC ","TW Weir",2002-07-13,NA,NA,NA,NA,NA,11.3,NA,NA,NA,33.7,20.4,NA,0.104,0.104,NA,NA,NA,NA,0.0947,NA,0.0571,NA,1750,NA,5,NA,NA,NA,NA,NA,4.2,10.5,24,13.1,0.2,12
"ARC ","TW Weir",2002-07-14,NA,NA,NA,NA,NA,8.5,NA,NA,NA,34.8,19.8,NA,0.0869,0.0869,NA,NA,NA,NA,0.116,NA,0.0256,NA,1652,NA,8,NA,NA,NA,NA,NA,2.8,0.422,23.2,12.9,0.3,3.4
"ARC ","TW Weir",2002-07-15,NA,NA,NA,NA,NA,8.7,NA,NA,NA,35.8,20.8,NA,0.115,0.115,NA,NA,NA,NA,0.0938,NA,0.0439,NA,1592,NA,6,NA,NA,NA,NA,NA,2.9,0.284,22.8,12.8,0.1,0.6
"ARC ","TW Weir",2002-07-19,NA,NA,NA,5.4,NA,9.7,NA,NA,NA,39,17.3,NA,0.0348,0.0348,NA,NA,NA,NA,0.078,NA,0.0346,NA,1588,NA,12,NA,5.12,222.00676,NA,NA,3.1,0.324,24.4,14.1,0.2,0.4
"ARC ","TW Weir",2002-07-26,NA,NA,0,3.7,NA,9.1,NA,NA,NA,45.3,23,NA,0.402,0.402,NA,NA,NA,NA,0.112,NA,0.0577,NA,1632,NA,8,NA,5.25,168.00649,NA,NA,5.4,2.15,24.9,14.6,0.1,2.4
"ARC ","TW Weir",2002-08-09,NA,NA,NA,2,NA,9.1,NA,NA,NA,46.6,18.3,NA,0.44,0.44,NA,NA,NA,NA,0.0702,NA,0.0526,NA,1519,NA,12,NA,5.02,270.0113,NA,NA,4.9,0.124,22.9,13.8,0.1,0.2
"ARC ","TW Weir",2003-05-29,NA,11,NA,2.7,NA,16,NA,NA,NA,12.9,41.6,NA,0.374,0.374,NA,NA,NA,NA,0.784,NA,0.337,NA,1358,NA,22,NA,6.12,41,NA,NA,11.3,46.1,21.6,14.9,7.2,24.3
"ARC ","TW Weir",2003-05-30,NA,15.4,NA,0.8,NA,18.4,NA,NA,NA,15.4,46.5,NA,0.423,0.423,NA,NA,NA,NA,0.936,NA,0.315,NA,1602,NA,29,NA,5.68,53.00352,NA,NA,13.1,45.9,27.8,16.9,5.5,25.9
"ARC ","TW Weir",2003-06-01,NA,NA,2,0.2,NA,15.1,NA,NA,NA,14.3,50.7,NA,0.239,0.239,NA,NA,NA,NA,0.56,NA,0.184,NA,3194,NA,19,NA,4.83,118.00141,NA,NA,7.5,35.5,24.4,16,0.9,13.2
"ARC ","TW Weir",2003-06-03,NA,NA,14.3,0.2,NA,15.1,NA,NA,NA,10.5,41.1,NA,0.317,0.317,NA,NA,NA,NA,0.649,NA,0.0919,NA,1662,NA,0,NA,5.01,74.00265,NA,NA,7,26,24.2,15.5,0.7,10.6
"ARC ","TW Weir",2003-06-04,NA,NA,13.8,0.3,NA,11.8,NA,NA,NA,5.8,30,NA,0.183,0.183,NA,NA,NA,NA,0.375,NA,0.107,NA,1279,NA,0,NA,5.36,48.00308,NA,NA,4.6,20.1,18,12.5,0.5,4.9
"ARC ","TW Weir",2003-06-05,NA,NA,22.3,0.1,NA,8.3,NA,NA,NA,2.9,30.8,NA,0.223,0.223,NA,NA,NA,NA,0.437,NA,0.127,NA,907,NA,5,NA,5.46,50.00343,NA,NA,6.5,16.6,10.9,7,0.7,4.8
